Unnamed: 0.1,Unnamed: 0,product_name,sales_price,brand,colour,child_category,reviews,product_url,medium,cleaned_reviews,sentiment,predicted_sentiment
90,265,1 Stop Fashion Women's crepe straight Kurta (Pack of 6),1049,1 Stop Fashion,Navy,WomensKurtasKurtis,Looks different from the pictures.,https://www.amazon.in/Stop-Fashion-Straight-Jumbo-25_Multi_X-Large/dp/B07W1L7Q1F/,https://images-na.ssl-images-amazon.com/images/I/510D1wMGSIL.jpg,look different picture,0,0
91,266,GoSriKi Art Silk with Blouse Piece Saree (Indra 508_Red_Free Size),571,GoSriKi,Black,WomensSarees,"Exceeded my expectations, very pleased.",https://www.amazon.in/Indira-Designer-Blouse-INDRA-508_Red_Free/dp/B07M61FWL2/,https://images-na.ssl-images-amazon.com/images/I/41UFhMV%2BbJL.jpg|https://images-na.ssl-images-amazon.com/images/I/41WZQKrVWKL.jpg|https://images-na.ssl-images-amazon.com/images/I/411B5RvFiaL.jpg|https://images-na.ssl-images-amazon.com/images/I/41prqORVunL.jpg|https://images-na.ssl-images-amazon.com/images/I/411SbI5TOBL.jpg,exceeded expectation pleased,1,1
92,267,Janasya Women's Polyester Crepe Kurta,322,Weft,Multi coloured,WomensKurtasKurtis,"Amazing fit, looks great!",https://www.amazon.in/Janasya-Womens-Straight-JNE1914-KR-186-Multicolor_XS/dp/B07G89Y3WW/,https://images-na.ssl-images-amazon.com/images/I/4135q97CCBL.jpg|https://images-na.ssl-images-amazon.com/images/I/41A-6hLitsL.jpg|https://images-na.ssl-images-amazon.com/images/I/41kXR2VOjyL.jpg|https://images-na.ssl-images-amazon.com/images/I/41SOzgRInnL.jpg|https://images-na.ssl-images-amazon.com/images/I/31utHhY5%2BlL.jpg|https://images-na.ssl-images-amazon.com/images/I/51OBRBsJM2L.jpg,amazing fit look great,1,1
93,270,Paramount Hand Embroidery Chikan Short Kurti/Top for Women,279,Paramount,Black,WomensKurtasKurtis,"Stylish and affordable, great buy.",https://www.amazon.in/Paramount-Womens-Cotton-Embroidery-2X-Large/dp/B07XWLVL6N/,https://images-na.ssl-images-amazon.com/images/I/41GScqq40tL.jpg|https://images-na.ssl-images-amazon.com/images/I/41reKkaVFyL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Ab6wbarzL.jpg|https://images-na.ssl-images-amazon.com/images/I/415ZYUaRO5L.jpg|https://images-na.ssl-images-amazon.com/images/I/61gXEPDmwfL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Teh-eAnWL.jpg,stylish affordable great buy,1,1
94,275,South India SHOPPING MALL Miss South Mustard Geometric Cotton Women Kurti,449,South India SHOPPING MALL,Pink,WomensKurtasKurtis,"Fits like a glove, very flattering.",https://www.amazon.in/South-India-SHOPPING-MALL-Geometric/dp/B07S34BG2K/,https://images-na.ssl-images-amazon.com/images/I/315HyuhW1DL.jpg|https://images-na.ssl-images-amazon.com/images/I/31HbAxNQoDL.jpg|https://images-na.ssl-images-amazon.com/images/I/31G7OImnxUL.jpg|https://images-na.ssl-images-amazon.com/images/I/41AunvwpWqL.jpg,fit like glove flattering,1,1
95,279,Idalia Sage Green Printed Cotton Kurta Set,782,Idalia,Olive,WomensKurtasKurtis,"Very trendy, received many compliments.",https://www.amazon.in/Idalia-Green-Printed-Cotton-Kurta/dp/B07HRNL73Z/,https://images-na.ssl-images-amazon.com/images/I/41%2BT4D35BDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41BQJ%2BvVOcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41iCFJW00dL.jpg|https://images-na.ssl-images-amazon.com/images/I/41afHqvr7UL.jpg|https://images-na.ssl-images-amazon.com/images/I/41VXGOY5WdL.jpg|https://images-na.ssl-images-amazon.com/images/I/51EXWD8lvzL.jpg|https://images-na.ssl-images-amazon.com/images/I/611ZQonsJDL.jpg|https://images-na.ssl-images-amazon.com/images/I/213kCVM3xwL.jpg,trendy received many compliment,1,1
96,280,Hari Villa Creation Women Kanjivaram Silk Saree Pure With Blouse Piece,497,HARIVILLA CREATION,navy,WomensSarees,Looks different from the pictures.,https://www.amazon.in/HARIVILLA-CREATION-Womens-Kanjivaram-Blouse/dp/B07KNBGSS9/,https://images-na.ssl-images-amazon.com/images/I/41DoVAVbfeL.jpg|https://images-na.ssl-images-amazon.com/images/I/51mRlsZW0YL.jpg|https://images-na.ssl-images-amazon.com/images/I/21Xa08LBTwL.jpg|https://images-na.ssl-images-amazon.com/images/I/41xUeZuaAqL.jpg,look different picture,0,0
97,281,BIBA Women's Synthetic Straight Kurta,1435,BIBA,Blue,WomensKurtasKurtis,"Not satisfied with the purchase, returning it.",https://www.amazon.in/BIBA-Womens-Straight-SUMMER-E14548_Pink_34/dp/B07M6Z9B76/,https://images-na.ssl-images-amazon.com/images/I/41LAGprXpWL.jpg|https://images-na.ssl-images-amazon.com/images/I/31eiWgk0qQL.jpg|https://images-na.ssl-images-amazon.com/images/I/3151l2uIsPL.jpg|https://images-na.ssl-images-amazon.com/images/I/41479WcBfxL.jpg|https://images-na.ssl-images-amazon.com/images/I/31-tLuOIylL.jpg|https://images-na.ssl-images-amazon.com/images/I/41JmVNvQrhL.jpg,satisfied purchase returning,1,1
98,285,W for Women's Straight Kurta,1070,FM KIDS,BLACK,WomensKurtasKurtis,"Size runs a bit small, order one size up.",https://www.amazon.in/W-Womens-Straight-Kurta-18FE17118-59494_White_10/dp/B078LYX1N4/,https://images-na.ssl-images-amazon.com/images/I/418SBsL-qXL.jpg|https://images-na.ssl-images-amazon.com/images/I/31ewBzPpJlL.jpg|https://images-na.ssl-images-amazon.com/images/I/31FW2bxgeSL.jpg|https://images-na.ssl-images-amazon.com/images/I/419yEAcaTtL.jpg|https://images-na.ssl-images-amazon.com/images/I/314KzAlSFiL.jpg|https://images-na.ssl-images-amazon.com/images/I/51c8pmz5CZL.jpg,size run bit small order one size,-1,-1
99,289,e-VASTRAM Art Silk with Blouse Piece Saree,769,e-VASTRAM,Love Potion,WomensSarees,"Not satisfied with the purchase, returning it.",https://www.amazon.in/E-Vastram-Cotton-Silk-Saree-Kpm-3_Red/dp/B00KB1A0P8/,https://images-na.ssl-images-amazon.com/images/I/41FglopKhfL.jpg|https://images-na.ssl-images-amazon.com/images/I/41knGLAL2oL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Rb4Y2NwOL.jpg|https://images-na.ssl-images-amazon.com/images/I/41O6jbtG4CL.jpg,satisfied purchase returning,1,1
100,301,VARAYU Women's Georgette Printed Saree with Blouse Piece (1135SJ71; White; Printed),299,GREAN,Large Size 8000y05,WomensSarees,"Great quality, fits perfectly!",https://www.amazon.in/VARAYU-Womens-Georgette-Printed-1135SJ71/dp/B07VVRHV8H/,https://images-na.ssl-images-amazon.com/images/I/41SYxygLnDL.jpg|https://images-na.ssl-images-amazon.com/images/I/415qouwtC6L.jpg|https://images-na.ssl-images-amazon.com/images/I/51fgyw40fpL.jpg|https://images-na.ssl-images-amazon.com/images/I/51bDgbTmGpL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ImsUvcSgL.jpg,great quality fit perfectly,1,1
101,303,Black Grey Floral Cotton Kurti,387,Enchanted Drapes,Blue,WomensKurtasKurtis,"Superb craftsmanship, highly recommend.",https://www.amazon.in/Black-Grey-Floral-Cotton-Kurti/dp/B01E2GU8MC/,https://images-na.ssl-images-amazon.com/images/I/41qcuWLgOXL.jpg|https://images-na.ssl-images-amazon.com/images/I/415NBEN-zGL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Q56eW0CBL.jpg|https://images-na.ssl-images-amazon.com/images/I/513Kt8VlYvL.jpg,superb craftsmanship highly recommend,1,1
102,306,Yash Gallery Cotton Anarkali Kurta,255,Aglobi,Green,WomensKurtasKurtis,"Good value for money, happy with it.",https://www.amazon.in/Yash-Gallery-Womens-Anarkali-185YK302BLUE-S/dp/B07D4DMSCF/,https://images-na.ssl-images-amazon.com/images/I/41t4VOdJIBL.jpg|https://images-na.ssl-images-amazon.com/images/I/51A1kwR2WIL.jpg|https://images-na.ssl-images-amazon.com/images/I/514Aon7IPCL.jpg|https://images-na.ssl-images-amazon.com/images/I/617tFuy%2BblL.jpg|https://images-na.ssl-images-amazon.com/images/I/51UN2WWOVnL.jpg|https://images-na.ssl-images-amazon.com/images/I/51nDoi-uylL.jpg,good value money happy,1,1
103,310,Jollify Women's Printed 3/4 Sleev Casual top(Blue),1060,JOllify,Black 5,WomensTops,"Fantastic quality, will purchase more.",https://www.amazon.in/Jollify-Womens-Printed-Sleev-Casual/dp/B07YZL1STH/,https://images-na.ssl-images-amazon.com/images/I/41H8JuVvflL.jpg|https://images-na.ssl-images-amazon.com/images/I/41%2B6MLNC6uL.jpg|https://images-na.ssl-images-amazon.com/images/I/31Xrx9AL3bL.jpg|https://images-na.ssl-images-amazon.com/images/I/41wAmqLHwyL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Urm2xq7bL.jpg|https://images-na.ssl-images-amazon.com/images/I/31Mj9kYgDqL.jpg,fantastic quality purchase,1,1
104,312,"Rooliums ® (Brand Factory Outlet Women's Trendy and Stylish Palazzo Pack of 3 (Blue,Brown,Maroon)",235,ROOLIUMS,Pink,WomensChuridarSalwarBottoms,Soft fabric and vibrant color.,https://www.amazon.in/Rooliums-Factory-Outlet-Stylish-Palazzo/dp/B07F2JTQRV/,https://images-na.ssl-images-amazon.com/images/I/413i1tumfcL.jpg|https://images-na.ssl-images-amazon.com/images/I/51G0fAKfYRL.jpg|https://images-na.ssl-images-amazon.com/images/I/51YgpjBmIkL.jpg,soft fabric vibrant color,1,1
105,314,Zoeyam's Women's Cotton Kurta,196,ZOEYAM'S,"Green,Pink,Black",WomensKurtasKurtis,"Material feels cheap, not worth the price.",https://www.amazon.in/Zoeyams-Womens-Cotton-Zc0210-Xl-X-Large/dp/B06XRRYXV6/,https://images-na.ssl-images-amazon.com/images/I/41RWMCXx5mL.jpg|https://images-na.ssl-images-amazon.com/images/I/41fhG10BDIL.jpg|https://images-na.ssl-images-amazon.com/images/I/41MQFMGiDYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41dQUTO%2B4CL.jpg|https://images-na.ssl-images-amazon.com/images/I/61%2BgjkjWJ8L.jpg,material feel cheap worth price,1,1
106,321,Jaipur Kurti Women's Regular Fit Pants,779,Maxexcel,Rust,WomensTrousers,"Well-made and durable, worth the price.",https://www.amazon.in/Jaipur-Kurti-Regular-JKPAT0058-M_Light-Grey_Medium/dp/B07S8NDFHD/,https://images-na.ssl-images-amazon.com/images/I/31A3CtCgTFL.jpg|https://images-na.ssl-images-amazon.com/images/I/31g9CD1iyiL.jpg|https://images-na.ssl-images-amazon.com/images/I/31gN9SG4ceL.jpg|https://images-na.ssl-images-amazon.com/images/I/31B6QV8nqFL.jpg|https://images-na.ssl-images-amazon.com/images/I/41TyM417flL.jpg,wellmade durable worth price,1,1
107,323,Pradeep Fashion Poly Cotton Stripe Style Saree With Blouse,797,Pradeep Fashion,Purple,WomensSarees,"Well-made and durable, worth the price.",https://www.amazon.in/Pradeep-Fashion-Casual-Stripe-Running/dp/B07MMDQW1M/,https://images-na.ssl-images-amazon.com/images/I/41PLkU9REpL.jpg|https://images-na.ssl-images-amazon.com/images/I/517-z7w-l6L.jpg|https://images-na.ssl-images-amazon.com/images/I/41frocT0ZxL.jpg,wellmade durable worth price,1,1
108,332,ONLY Women Cotton Pullover,349,FIFA,Blue,WomensPulloverSweaters,"Very trendy, received many compliments.",https://www.amazon.in/ONLY-Women-Cotton-Pullover-15148826_Silvercolor_Large/dp/B0753NLQN8/,https://images-na.ssl-images-amazon.com/images/I/41T6CEufdGL.jpg|https://images-na.ssl-images-amazon.com/images/I/41NgyugYOEL.jpg|https://images-na.ssl-images-amazon.com/images/I/41X1TEhiDBL.jpg|https://images-na.ssl-images-amazon.com/images/I/51boJ3LHazL.jpg|https://images-na.ssl-images-amazon.com/images/I/31jrOvhsu0L.jpg,trendy received many compliment,1,1
109,336,Aurelia Women's Straight Kurta,297,Danbury,White,WomensKurtasKurtis,"Well-made and durable, worth the price.",https://www.amazon.in/Aurelia-Womens-Straight-Kurta-18AUA10106-300047_Green_Large/dp/B07FWZT1D5/,https://images-na.ssl-images-amazon.com/images/I/41nAa48WlLL.jpg|https://images-na.ssl-images-amazon.com/images/I/31S40870VML.jpg|https://images-na.ssl-images-amazon.com/images/I/31lwudvBpZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41%2BUUiga4%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41J8AF7zzsL.jpg,wellmade durable worth price,1,1
110,337,"Shreeji Kurti Plazzo Set, Plazzo Pair For Women, Plazzo Suits For Women.",234,Shreeji,Brahmasmi,WomensKurtasKurtis,Fabric shrinks after washing.,https://www.amazon.in/Shreeji-Kurti-Plazzo-Women-XX-Large/dp/B07VL1RYB2/,https://images-na.ssl-images-amazon.com/images/I/41UUSWO1imL.jpg|https://images-na.ssl-images-amazon.com/images/I/416FYyMksfL.jpg|https://images-na.ssl-images-amazon.com/images/I/519INgJ0EPL.jpg|https://images-na.ssl-images-amazon.com/images/I/41bGY9G91ML.jpg|https://images-na.ssl-images-amazon.com/images/I/41TCEF%2BoWSL.jpg,fabric shrink washing,0,0
111,338,"KANCHNAR Women's Cotton Unstitched Dress Material (712D7004, Blue, Free Size)",324,Arleysh,Signal Red,WomensEthnicUnstitchedFabric,"Exactly as described, very satisfied.",https://www.amazon.in/KANCHNAR-Womens-Unstitched-Material-712D7004/dp/B07D4DWGSY/,https://images-na.ssl-images-amazon.com/images/I/517z2jk%2B0nL.jpg|https://images-na.ssl-images-amazon.com/images/I/51eLiT3BvTL.jpg|https://images-na.ssl-images-amazon.com/images/I/51pExntFGbL.jpg,exactly described satisfied,1,1
112,341,Rangriti Women's Anarkali Kurta,1214,ARUNA KULLU CAP,Beige,WomensKurtasKurtis,"Size runs a bit small, order one size up.",https://www.amazon.in/Rangriti-Womens-Anarkali-RMMTRIBAL-P8060_Red_46/dp/B073RMCC6R/,https://images-na.ssl-images-amazon.com/images/I/419pk6IV1oL.jpg|https://images-na.ssl-images-amazon.com/images/I/31CbU97hppL.jpg|https://images-na.ssl-images-amazon.com/images/I/41XShufzFVL.jpg|https://images-na.ssl-images-amazon.com/images/I/51yIbHinTRL.jpg|https://images-na.ssl-images-amazon.com/images/I/31aKVsjhraL.jpg,size run bit small order one size,-1,-1
113,343,Splendora Comfortable Regular Fit trendy Cotton Lycra Plazzo Free Size Pink,699,Splendora,"Red??black??white??hot Pink,midnight Blue-dbf0184",WomensChuridarSalwarBottoms,Love it!,https://www.amazon.in/Splendora-Comfortable-Regular-trendy-Cotton/dp/B01N5FQ0Q6/,https://images-na.ssl-images-amazon.com/images/I/41%2B1ZGa9pnL.jpg|https://images-na.ssl-images-amazon.com/images/I/41mMFU8JxDL.jpg,love,1,1
114,345,FABRIZIA Women's Dot Print Crepe Sleeveless Jumpsuit Latest Beautiful Designer Long Length Jump Suit for Women & Girls,646,FABRIZIA,Black2,WomensJumpsuits,"Well-made and durable, worth the price.",https://www.amazon.in/FABRIZIA-Womens-Sleeveless-Jumpsuit-Medium/dp/B06XHH6XKP/,https://images-na.ssl-images-amazon.com/images/I/411mL-zLiLL.jpg|https://images-na.ssl-images-amazon.com/images/I/41pk13KWHIL.jpg|https://images-na.ssl-images-amazon.com/images/I/41SJtX6TZKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Go7wBwEBL.jpg|https://images-na.ssl-images-amazon.com/images/I/51SYVhAtkeL.jpg|https://images-na.ssl-images-amazon.com/images/I/41wkesDuCuL.jpg,wellmade durable worth price,1,1
115,348,Priyaas Women's Kurta(PRYCPD70W_White_Free Size),1283,Priyaas,Olive Green,WomensChuridarSalwarBottoms,Love it!,https://www.amazon.in/Priyaas-Womens-Kurta-PRYCPD70W_White_Free-Size/dp/B077LRVJ3V/,https://images-na.ssl-images-amazon.com/images/I/41-PHfHgjOL.jpg|https://images-na.ssl-images-amazon.com/images/I/41j8aB2kiWL.jpg|https://images-na.ssl-images-amazon.com/images/I/41HWomxPahL.jpg,love,1,1
116,350,LABEL KARA Womens Dresses,583,LABEL KARA,Dark Green,WomensKurtasKurtis,"Stylish and affordable, great buy.",https://www.amazon.in/LABEL-KARA-Multicolor-Womens-DSKR0027-L/dp/B07LBKHVQX/,https://images-na.ssl-images-amazon.com/images/I/41xJbC2Bi%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41dvp6bvSDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41m-CWUtc7L.jpg|https://images-na.ssl-images-amazon.com/images/I/61tDBAJipXL.jpg,stylish affordable great buy,1,1
117,353,R.R.TEXTILES Full Length Floral Printed White Rayon Kurti for Women,946,R.R.TEXTILES,Dark Pink,WomensKurtasKurtis,Soft fabric and vibrant color.,https://www.amazon.in/R-R-TEXTILES-Length-Floral-Printed-White/dp/B07S7K8LK3/,https://images-na.ssl-images-amazon.com/images/I/31oiY6dO7uL.jpg|https://images-na.ssl-images-amazon.com/images/I/31Dvi-YF3eL.jpg|https://images-na.ssl-images-amazon.com/images/I/31CPG2bqWTL.jpg|https://images-na.ssl-images-amazon.com/images/I/31oiY6dO7uL.jpg,soft fabric vibrant color,1,1
118,359,ONLY,4599,ShopMantra,Sky Captain,WomensPulloverSweaters,"Arrived damaged, very unhappy.",https://www.amazon.in/ONLY-Casual-Sweater-_5713610408313_Sky-Captain_X-Small_/dp/B0744L3913/,https://images-na.ssl-images-amazon.com/images/I/31pBw9SuE0L.jpg|https://images-na.ssl-images-amazon.com/images/I/41VZFby%2BT0L.jpg|https://images-na.ssl-images-amazon.com/images/I/31t8FU%2BjlpL.jpg|https://images-na.ssl-images-amazon.com/images/I/41gRQHEZXTL.jpg,arrived damaged unhappy,-1,-1
119,361,Oomph! Women's Unstitched Cotton blend Salwar Suit Dupatta Material - Pickle Green,200,OOMPH!,Cloud Dancer,WomensEthnicUnstitchedFabric,"Superb craftsmanship, highly recommend.",https://www.amazon.in/Womens-Unstitched-Cotton-Dupatta-Material/dp/B07X3DD6TP/,https://images-na.ssl-images-amazon.com/images/I/41%2BvpMH3M0L.jpg|https://images-na.ssl-images-amazon.com/images/I/41w2OynaXlL.jpg,superb craftsmanship highly recommend,1,1
120,365,"Silver Organisation Women's Cotton Jaipuri Printed Maxi Long Dress (Multicolour, Free Size) -Combo of 2 Pieces",569,Silver Organisation,Dark and Light Pink,WomensEthnicUnstitchedFabric,Excellent!,https://www.amazon.in/Silver-Organisation-Western-Dress-Girls/dp/B07HB3XZ89/,https://images-na.ssl-images-amazon.com/images/I/61QC4mHazTL.jpg|https://images-na.ssl-images-amazon.com/images/I/51PZbA9Xi9L.jpg|https://images-na.ssl-images-amazon.com/images/I/51C4CRQo8KL.jpg|https://images-na.ssl-images-amazon.com/images/I/51WE3HQcrfL.jpg|https://images-na.ssl-images-amazon.com/images/I/51qNTCy3kJL.jpg,excellent,1,1
121,366,JASHN Women's Straight Kurta,499,KULLU CAP,Red,WomensKurtasKurtis,"Very trendy, received many compliments.",https://www.amazon.in/JASHN-Womens-Straight-Kurta-ROXY-MAGENTA-XL/dp/B073RGNMNC/,https://images-na.ssl-images-amazon.com/images/I/41B8HRKrzeL.jpg|https://images-na.ssl-images-amazon.com/images/I/41xUonM9-2L.jpg|https://images-na.ssl-images-amazon.com/images/I/41BQfR29bIL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Ma0nddC-L.jpg,trendy received many compliment,1,1
122,368,Libas Women Kurta,817,The Jaipur Bazar,Rama Green,WomensKurtasKurtis,Amazing!,https://www.amazon.in/Libas-Womens-Rayon-line-7319_Black_Medium/dp/B07RJDM7G1/,https://images-na.ssl-images-amazon.com/images/I/41jg-%2Bj49KL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ZgAT4wt8L.jpg|https://images-na.ssl-images-amazon.com/images/I/31pnS-OPJ1L.jpg|https://images-na.ssl-images-amazon.com/images/I/41rWn31GfaL.jpg|https://images-na.ssl-images-amazon.com/images/I/414m%2BBDPUkL.jpg|https://images-na.ssl-images-amazon.com/images/I/415NQd8UMnL.jpg|https://images-na.ssl-images-amazon.com/images/I/41p92QToJ1L.jpg,amazing,1,1
123,371,Black Colour Patiala Bottom With Side Pockets(Free Size),1199,ESTYLE,Grey,WomensChuridarSalwarBottoms,"Size runs a bit small, order one size up.",https://www.amazon.in/Black-Colour-Patiala-Bottom-Pockets/dp/B00N9TQFGC/,https://images-na.ssl-images-amazon.com/images/I/41Zx23d8ELL.jpg|https://images-na.ssl-images-amazon.com/images/I/31X995FITEL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Zx23d8ELL.jpg|https://images-na.ssl-images-amazon.com/images/I/31o55lMMcEL.jpg|https://images-na.ssl-images-amazon.com/images/I/41W7qVEzb3L.jpg,size run bit small order one size,-1,-1
124,373,Ishin Combo Of 3 Poly Silk Multicolor Printed Women's Saree,1079,ishin,Red,WomensSarees,"Stylish and affordable, great buy.",https://www.amazon.in/Ishin-Combo-Multicolor-Printed-Womens/dp/B07QRP23HR/,https://images-na.ssl-images-amazon.com/images/I/51%2Bxakj2POL.jpg|https://images-na.ssl-images-amazon.com/images/I/412fhM-59KL.jpg|https://images-na.ssl-images-amazon.com/images/I/31kdyLwx%2BzL.jpg|https://images-na.ssl-images-amazon.com/images/I/51MfdAoUpRL.jpg,stylish affordable great buy,1,1
125,375,Fashion Bee Women's Bike/Scooter Water Proof Blue Plain Unisex Rain Coat with Bag(Yellow),584,Fashion Bee,White,WomensRainwear,"Love the design, very comfortable.",https://www.amazon.in/Fashion-Bee-Transparent-Waterproof-Rainwear/dp/B07Q1D1J24/,https://images-na.ssl-images-amazon.com/images/I/314h%2BjBHdXL.jpg|https://images-na.ssl-images-amazon.com/images/I/311FITwviPL.jpg,love design comfortable,1,1
126,376,ADA Hand Embroidered Lakhnaw Chikankari Regular Fit Cotton Kurta Kurti A206297,495,Ada,Navy,WomensKurtasKurtis,"Amazing fit, looks great!",https://www.amazon.in/ADA-Embroidered-Lakhnaw-Chikankari-Regular/dp/B078BRRWW1/,https://images-na.ssl-images-amazon.com/images/I/411rW6jpSuL.jpg|https://images-na.ssl-images-amazon.com/images/I/31zA-HE1XrL.jpg|https://images-na.ssl-images-amazon.com/images/I/41YtMYV%2BP9L.jpg|https://images-na.ssl-images-amazon.com/images/I/618uBHQXz3L.jpg,amazing fit look great,1,1
127,379,Kanchnar Women's Bhagalpuri Silk Printed Saree,425,Peppytone,Blue and Orange,WomensSarees,"Amazing fit, looks great!",https://www.amazon.in/Kanchnar-Womens-Bhagalpuri-Printed-Saree/dp/B079P1VD6C/,https://images-na.ssl-images-amazon.com/images/I/41qKbp10WbL.jpg|https://images-na.ssl-images-amazon.com/images/I/4196vI92-CL.jpg|https://images-na.ssl-images-amazon.com/images/I/41bv4JOIKsL.jpg|https://images-na.ssl-images-amazon.com/images/I/41x07LLlq0L.jpg|https://images-na.ssl-images-amazon.com/images/I/31qQ2nANJ5L.jpg,amazing fit look great,1,1
128,388,"Mudrika Cotton Block Print Maxi Dress for Women (Multicolour, Free Size) Combo Pack of 2 Peice",1705,Mudrika,Navy,WomensEthnicUnstitchedFabric,"Stylish and affordable, great buy.",https://www.amazon.in/Mudrika-Cotton-Block-Print-Multicolour/dp/B07MY5V2X2/,https://images-na.ssl-images-amazon.com/images/I/612IxmLnIeL.jpg|https://images-na.ssl-images-amazon.com/images/I/51edOeYosgL.jpg|https://images-na.ssl-images-amazon.com/images/I/513Qr%2BGyMXL.jpg|https://images-na.ssl-images-amazon.com/images/I/51x0JCjfcGL.jpg,stylish affordable great buy,1,1
129,393,"ACE Carrol Women's Synthetic Palazzo (Black, XL)",758,ACE,Floral Stripe,WomensChuridarSalwarBottoms,"Well-made and durable, worth the price.",https://www.amazon.in/ACE-Carrol-Womens-Plazzo-Black/dp/B01F769MGE/,https://images-na.ssl-images-amazon.com/images/I/41v4WmWcMZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41wxxUWzI7L.jpg,wellmade durable worth price,1,1
130,395,BIBA Women's Parallel Bottom,1440,BIBA,Ind,WomensChuridarSalwarBottoms,"Comfortable and stylish, love it!",https://www.amazon.in/BIBA-Womens-Parallel-Bottom-MNMCORE13901_IND_L/dp/B078W5MHMX/,https://images-na.ssl-images-amazon.com/images/I/41iOWhgo%2BgL.jpg|https://images-na.ssl-images-amazon.com/images/I/41KqRldfuFL.jpg|https://images-na.ssl-images-amazon.com/images/I/41fM1GINEQL.jpg|https://images-na.ssl-images-amazon.com/images/I/417srS5qmZL.jpg|https://images-na.ssl-images-amazon.com/images/I/31grRPTe0TL.jpg,comfortable stylish love,1,1
131,401,Navabi Export Women's Rayon Fabrics A-Line Kurta (VF-KU-137),205,Navabi Export,RAMA,WomensKurtasKurtis,"Well-made and durable, worth the price.",https://www.amazon.in/Navabi-Export-Womens-Fabrics-VF-KU-137/dp/B07G3GZQVS/,https://images-na.ssl-images-amazon.com/images/I/517F7NHdQZL.jpg|https://images-na.ssl-images-amazon.com/images/I/51vhkuDzrAL.jpg|https://images-na.ssl-images-amazon.com/images/I/412%2Bk5K8yPL.jpg|https://images-na.ssl-images-amazon.com/images/I/61hk-vCoQkL.jpg,wellmade durable worth price,1,1
132,403,Anahi Women's Cotton a-line Kurta,549,Anahi by Unlimited,Yellow,WomensKurtasKurtis,"Very trendy, received many compliments.",https://www.amazon.in/Anahi-Womens-279326015_TF_-Dk-Beige_-X-Small/dp/B07PXX9587/,https://images-na.ssl-images-amazon.com/images/I/41r3cxqn1JL.jpg|https://images-na.ssl-images-amazon.com/images/I/31LNcVk%2BWIL.jpg|https://images-na.ssl-images-amazon.com/images/I/41c1dCL4fXL.jpg|https://images-na.ssl-images-amazon.com/images/I/51ofKrhI43L.jpg|https://images-na.ssl-images-amazon.com/images/I/31-SAqZBZgL.jpg|https://images-na.ssl-images-amazon.com/images/I/41qWR1wwdTL.jpg|https://images-na.ssl-images-amazon.com/images/I/510ywS6cmBL.jpg,trendy received many compliment,1,1
133,406,Rani Saahiba Embroidered Cotton Dress Material,269,RANI SAAHIBA,Red,WomensEthnicUnstitchedFabric,"Very trendy, received many compliments.",https://www.amazon.in/Saahiba-Embroidered-Cotton-Material-DSK303_Orange/dp/B077CGFZ47/,https://images-na.ssl-images-amazon.com/images/I/41D0pcfHA8L.jpg|https://images-na.ssl-images-amazon.com/images/I/41h1j4QW6KL.jpg|https://images-na.ssl-images-amazon.com/images/I/41IzvtRu4BL.jpg|https://images-na.ssl-images-amazon.com/images/I/415VGCxeCzL.jpg,trendy received many compliment,1,1
134,410,Vastra Vinod Self Print Cotton Kurti,839,Vastra Vinod,BLUE,WomensKurtasKurtis,"Great quality, fits perfectly!",https://www.amazon.in/Vastra-Vinod-Straight-Vt129-5Xl-_Xxxxx-Large/dp/B00TOM52VM/,https://images-na.ssl-images-amazon.com/images/I/41KkxijlIlL.jpg|https://images-na.ssl-images-amazon.com/images/I/41gYe4EelDL.jpg,great quality fit perfectly,1,1
135,416,Rangriti Women's Linen a-line Kurta,3299,Snazzy,YELLOW GREY,WomensKurtasKurtis,"Very trendy, received many compliments.",https://www.amazon.in/Rangriti-Womens-linen-RMMFESTIVE-Green_/dp/B07TFY5ZQM/,https://images-na.ssl-images-amazon.com/images/I/41xk5ZBhmEL.jpg|https://images-na.ssl-images-amazon.com/images/I/41omjxHLTZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41vXLvJ2v5L.jpg|https://images-na.ssl-images-amazon.com/images/I/51UKXFUkxjL.jpg|https://images-na.ssl-images-amazon.com/images/I/412TJUlhQdL.jpg,trendy received many compliment,1,1
