Unnamed: 0,product_name,sales_price,brand,colour,child_category,reviews,product_url,medium,cleaned_reviews,sentiment,predicted_sentiment
2991,Calvin Klein Men's Slim Fit Jeans,109,Hanky Handkerchiefs,Green,MensJeans,Fabric shrinks after washing.,https://www.amazon.in/Calvin-Klein-Jeans-036182166593_4ATAD05_38W-34L_Blue/dp/B01AWDYTRO/,https://images-na.ssl-images-amazon.com/images/I/41HkoEqBKkL.jpg|https://images-na.ssl-images-amazon.com/images/I/41jCdeXPQPL.jpg|https://images-na.ssl-images-amazon.com/images/I/51iF-YENJQL.jpg|https://images-na.ssl-images-amazon.com/images/I/51yeDAde8hL.jpg|https://images-na.ssl-images-amazon.com/images/I/31XWnWM-evL.jpg,fabric shrink washing,0,0
3046,United Colors of Benetton Men's Striped Slim fit Casual Shirt,1239,Indistar,Green1,MensCasualShirts,"Lovely texture, feels luxurious.",https://www.amazon.in/United-Colors-Benetton-Striped-19P5MA15U008I_901_Blue_L/dp/B07L5VWNV3/,https://images-na.ssl-images-amazon.com/images/I/41sGLz0N6rL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UKDl8lv3L.jpg|https://images-na.ssl-images-amazon.com/images/I/41iUrI4WuqL.jpg|https://images-na.ssl-images-amazon.com/images/I/31dL8-voQ3L.jpg,lovely texture feel luxurious,1,1
3048,TORCY Men's Navy Blue Checked Regular Fit Cotton Casual Shirt,999,TORCY,Multicolour,MensCasualShirts,"Fits like a glove, very flattering.",https://www.amazon.in/TORCY-Checked-Regular-Cotton-Casual/dp/B07R2J86PZ/,https://images-na.ssl-images-amazon.com/images/I/41DsRdKqjkL.jpg|https://images-na.ssl-images-amazon.com/images/I/414bcOR5acL.jpg|https://images-na.ssl-images-amazon.com/images/I/51QvhYCjO5L.jpg|https://images-na.ssl-images-amazon.com/images/I/51dr-nuZe0L.jpg|https://images-na.ssl-images-amazon.com/images/I/413KekUhGlL.jpg,fit like glove flattering,1,1
3049,TOMMY HILFIGER Men's Printed Regular Fit Casual Shirt,2169,YAYAVAR,White,MensCasualShirts,Looks different from the pictures.,https://www.amazon.in/Tommy-Hilfiger-Printed-A8AMW109_Parisian-Night_XX-Large/dp/B07FYQTNF9/,https://images-na.ssl-images-amazon.com/images/I/31P-BvQ9vOL.jpg|https://images-na.ssl-images-amazon.com/images/I/314lkv2ZKwL.jpg|https://images-na.ssl-images-amazon.com/images/I/51L3W6zbzTL.jpg|https://images-na.ssl-images-amazon.com/images/I/31-o5vBeVkL.jpg,look different picture,0,0
3093,Fmania Men's Plain Regular fit Casual Shirt,688,Fmania,Red,MensCasualShirts,"Arrived damaged, very unhappy.",https://www.amazon.in/Fmania-Regular-Casual-Purple-M-Medium/dp/B07T3LLT4X/,https://images-na.ssl-images-amazon.com/images/I/41QjjT7LeOL.jpg|https://images-na.ssl-images-amazon.com/images/I/31T2%2B4DC%2B4L.jpg|https://images-na.ssl-images-amazon.com/images/I/41RhbUPVDiL.jpg|https://images-na.ssl-images-amazon.com/images/I/416ACgeguSL.jpg|https://images-na.ssl-images-amazon.com/images/I/31G2W%2BIofXL.jpg|https://images-na.ssl-images-amazon.com/images/I/41MuMEuMSxL.jpg,arrived damaged unhappy,-1,-1
3101,Flying Machine Men's Starred Regular fit Casual Shirt,367,Spikerking,Cream,MensCasualShirts,"Exceeded my expectations, very pleased.",https://www.amazon.in/Flying-Machine-Starred-F2SH0327_White_S-FS/dp/B07LG3YKRK/,https://images-na.ssl-images-amazon.com/images/I/417-m7IKNjL.jpg|https://images-na.ssl-images-amazon.com/images/I/51WQSiCtv%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/61ZQpUvW70L.jpg|https://images-na.ssl-images-amazon.com/images/I/31pvbn7h5gL.jpg|https://images-na.ssl-images-amazon.com/images/I/61fc14H8SnL.jpg,exceeded expectation pleased,1,1
3136,Pan America Men's Formal Shirt,299,Pan America,Black,MensCasualShirts,"Love the design, very comfortable.",https://www.amazon.in/Pan-America-Solid-Casual-PA_Leg_690352_40_Blue_Large/dp/B01HEMR1LM/,https://images-na.ssl-images-amazon.com/images/I/41AGlbcqd1L.jpg|https://images-na.ssl-images-amazon.com/images/I/41GahJE5CRL.jpg|https://images-na.ssl-images-amazon.com/images/I/41gIGDO2FsL.jpg|https://images-na.ssl-images-amazon.com/images/I/4172Oczl60L.jpg,love design comfortable,1,1
3164,Cubavera Men's Short-Sleeve Button-Front Shirt,1124,Cubavera,"Black, Grey, Navy Blue, Green, Sky Blue",MensCasualShirts,"Not satisfied with the purchase, returning it.",https://www.amazon.in/Cubavera-Sleeve-Essntial-Tucking-Marshmallow/dp/B00FRG70Q4/,https://images-na.ssl-images-amazon.com/images/I/41S1aHgH3tL.jpg|https://images-na.ssl-images-amazon.com/images/I/41xCIifx7nL.jpg,satisfied purchase returning,1,1
3188,Parx Men's Printed Slim fit Casual Shirt,799,RPJ,Electric Blue,MensCasualShirts,"Superb craftsmanship, highly recommend.",https://www.amazon.in/Parx-Printed-Casual-Shirt-XMSS09468-W2_White_40/dp/B07VWRLX6D/,https://images-na.ssl-images-amazon.com/images/I/41Lnq017rTL.jpg|https://images-na.ssl-images-amazon.com/images/I/41I8gTn%2BNcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41gnUICzuCL.jpg|https://images-na.ssl-images-amazon.com/images/I/41-we72dDhL.jpg|https://images-na.ssl-images-amazon.com/images/I/3132KIZ%2BodL.jpg|https://images-na.ssl-images-amazon.com/images/I/31MDfulksyL.jpg|https://images-na.ssl-images-amazon.com/images/I/31BOq1pjXpL.jpg,superb craftsmanship highly recommend,1,1
3296,Peter England Men's Striped Slim fit Casual Shirt,699,Kiaasa,Assorted2,MensCasualShirts,Cheap!,https://www.amazon.in/Peter-England-Striped-Casual-PJSFJSSFW29581_DarkBlue_40/dp/B07M8W7RV8/,https://images-na.ssl-images-amazon.com/images/I/412sgF1GtgL.jpg|https://images-na.ssl-images-amazon.com/images/I/41cDyGcEe9L.jpg|https://images-na.ssl-images-amazon.com/images/I/51xvXuiDuhL.jpg|https://images-na.ssl-images-amazon.com/images/I/31BCWMCRvnL.jpg,cheap,1,1
3335,Beat London by Pepe Jeans Men's Printed Slim fit Casual Shirt,249,Beat London by Pepe Jeans,Royal Blue,MensCasualShirts,Fabric shrinks after washing.,https://www.amazon.in/Beat-London-Pepe-Jeans-BM300049_White_X-Large/dp/B07NXVQ58N/,https://images-na.ssl-images-amazon.com/images/I/41OMRGfAYmL.jpg|https://images-na.ssl-images-amazon.com/images/I/41AWX77fPHL.jpg|https://images-na.ssl-images-amazon.com/images/I/51fohD4bdPL.jpg|https://images-na.ssl-images-amazon.com/images/I/31kN%2Bc%2B5HVL.jpg|https://images-na.ssl-images-amazon.com/images/I/51aFR-R57AL.jpg,fabric shrink washing,0,0
3348,Parx Striped Cotton Dark Blue Slim Fit Shirts,531,web boon,Ivory,MensCasualShirts,Soft fabric and vibrant color.,https://www.amazon.in/Parx-Mens-Striped-Cotton-Shirt/dp/B07TC5SQ27/,https://images-na.ssl-images-amazon.com/images/I/41GRIOOqhgL.jpg|https://images-na.ssl-images-amazon.com/images/I/31iIZko8GZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41VGbQeDjPL.jpg|https://images-na.ssl-images-amazon.com/images/I/41nfygsiQUL.jpg|https://images-na.ssl-images-amazon.com/images/I/513vD52BGQL.jpg,soft fabric vibrant color,1,1
3402,United Colors of Benetton Men's Plain Slim fit Casual Shirt,1299,Manduka,black-white,MensCasualShirts,Excellent!,https://www.amazon.in/United-Colors-Benetton-19P5068L8933I_G18_Mint-Green_L/dp/B07L5KYBXC/,https://images-na.ssl-images-amazon.com/images/I/31-2zylZC5L.jpg|https://images-na.ssl-images-amazon.com/images/I/317Y17cO91L.jpg|https://images-na.ssl-images-amazon.com/images/I/31iLTLTE46L.jpg|https://images-na.ssl-images-amazon.com/images/I/31SGH%2B0Uu3L.jpg,excellent,1,1
3413,Lee Men's Solid Slim Fit Casual Shirt,526,Sarrah,Navy Blue,MensCasualShirts,Fantastic!,https://www.amazon.in/Lee-Solid-Casual-Shirt-L30826CB0AK30XL_Lt-Blue/dp/B078HW4JGZ/,https://images-na.ssl-images-amazon.com/images/I/413LQzIesCL.jpg|https://images-na.ssl-images-amazon.com/images/I/41wyYI5BLGL.jpg|https://images-na.ssl-images-amazon.com/images/I/41EDSva2QbL.jpg|https://images-na.ssl-images-amazon.com/images/I/41IbLV0GVrL.jpg,fantastic,1,1
3451,Spykar Men's Printed Slim Fit Casual Shirt,499,Costa Del Mar,Wine,MensCasualShirts,Fast shipping and great service.,https://www.amazon.in/Spykar-Printed-Casual-Shirt-MSH-02AH-100_Bottle_Green_X-Large/dp/B07FTSSDKL/,https://images-na.ssl-images-amazon.com/images/I/41fntIlDWYL.jpg|https://images-na.ssl-images-amazon.com/images/I/31GaUy1FV-L.jpg|https://images-na.ssl-images-amazon.com/images/I/41h38-z-2LL.jpg|https://images-na.ssl-images-amazon.com/images/I/418oR4UJmfL.jpg|https://images-na.ssl-images-amazon.com/images/I/31RlvtLmvBL.jpg,fast shipping great service,1,1
3528,"L,Zard Slim Fit Blue Stretchable Jeans for Men's Jeans for Blue Jeans for Men,Men's Blue Jeans",499,"L,Zard",Blue,MensJeans,"Perfect for the season, very chic.",https://www.amazon.in/Zard-Fabric-Fashionable-Stretchable-Jeans/dp/B077GMT6Z8/,https://images-na.ssl-images-amazon.com/images/I/41lacwsOLAL.jpg|https://images-na.ssl-images-amazon.com/images/I/41z94EPpvnL.jpg|https://images-na.ssl-images-amazon.com/images/I/41AZySfh1yL.jpg|https://images-na.ssl-images-amazon.com/images/I/41-3mPelOML.jpg,perfect season chic,1,1
3531,Flying Machine Men's Starred Regular fit Casual Shirt,524,BELDA,YELLOW,MensCasualShirts,"Very trendy, received many compliments.",https://www.amazon.in/Flying-Machine-Starred-FMSH8649_RED_XL-FS/dp/B07LGCRLK9/,https://images-na.ssl-images-amazon.com/images/I/51pqHr9QEWL.jpg|https://images-na.ssl-images-amazon.com/images/I/51frVpJzLLL.jpg|https://images-na.ssl-images-amazon.com/images/I/51sbQD6KmcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41nnrgwQylL.jpg|https://images-na.ssl-images-amazon.com/images/I/51CT8q9vTvL.jpg,trendy received many compliment,1,1
3550,Van Heusen Men's Solid Slim Fit Casual Shirt,849,Van Heusen Sport,Multi-Coloured,MensCasualShirts,"Size runs a bit small, order one size up.",https://www.amazon.in/Van-Heusen-Sport-VSSHWSLP794436_Medium-Brown5_42/dp/B07NR3FT42/,https://images-na.ssl-images-amazon.com/images/I/41rBiEglBgL.jpg|https://images-na.ssl-images-amazon.com/images/I/31e7muEMOUL.jpg|https://images-na.ssl-images-amazon.com/images/I/41yhqSyuUQL.jpg|https://images-na.ssl-images-amazon.com/images/I/31RcXaHcgZL.jpg|https://images-na.ssl-images-amazon.com/images/I/414685qMSOL.jpg,size run bit small order one size,-1,-1
3585,Being Human Men's Solid Slim Fit Casual Shirt,375,Vestra Vegas,Blue,MensCasualShirts,"Stylish and affordable, great buy.",https://www.amazon.in/Being-Human-Solid-Casual-BHMLS8622_Navy_42/dp/B07HD8MZ99/,https://images-na.ssl-images-amazon.com/images/I/31Q7mX93bOL.jpg|https://images-na.ssl-images-amazon.com/images/I/31fO5Lsh-pL.jpg|https://images-na.ssl-images-amazon.com/images/I/41OQfReDjRL.jpg|https://images-na.ssl-images-amazon.com/images/I/317Ln23Zy8L.jpg,stylish affordable great buy,1,1
3625,Marks & Spencer Men's Plain Regular Fit Casual Shirt,943,Virtuous Ocean,Dark Green,MensCasualShirts,Perfect!,https://www.amazon.in/Marks-Spencer-Regular-2480M_Dark-Lilac_S/dp/B07QDTVBTH/,https://images-na.ssl-images-amazon.com/images/I/41HDd08zlRL.jpg|https://images-na.ssl-images-amazon.com/images/I/41uYWnC0QGL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ZD%2BBsuOsL.jpg|https://images-na.ssl-images-amazon.com/images/I/31matF1TV2L.jpg|https://images-na.ssl-images-amazon.com/images/I/51JLL2zeHcL.jpg,perfect,1,1
3705,Calvin Klein Men's Casual Shirt,399,MM LABELS,Indigo,MensCasualShirts,"Not satisfied with the purchase, returning it.",https://www.amazon.in/Calvin-Klein-Casual-Shirt-701549649261_J302574_XX-Large_White/dp/B014IRM6CU/,https://images-na.ssl-images-amazon.com/images/I/41lvZIUZroL.jpg|https://images-na.ssl-images-amazon.com/images/I/41zr4K%2BD35L.jpg,satisfied purchase returning,1,1
3839,Lee Cooper Men's Printed Regular fit Casual Shirt,529,Spiderman By Kidsville,Black & Charcoal Melange,MensCasualShirts,"Color fades quickly, not durable.",https://www.amazon.in/Lee-Cooper-Printed-Regular-1000869898004_Navy_X-Large/dp/B07PXSDHYT/,https://images-na.ssl-images-amazon.com/images/I/51-Gwkf2GLL.jpg,color fade quickly durable,1,1
3849,Lee Cooper Men's Solid Regular Fit Casual Shirt,1399,PANASH TRENDS,Red,MensCasualShirts,"Superb craftsmanship, highly recommend.",https://www.amazon.in/Lee-Cooper-Regular-Casual-SH-53_White_Large/dp/B07BJCKJWS/,https://images-na.ssl-images-amazon.com/images/I/31V%2BkjJum0L.jpg|https://images-na.ssl-images-amazon.com/images/I/31dFFYXFpeL.jpg|https://images-na.ssl-images-amazon.com/images/I/31sfiMGkO7L.jpg|https://images-na.ssl-images-amazon.com/images/I/31N0tT6YxvL.jpg|https://images-na.ssl-images-amazon.com/images/I/31l%2Bxv5V8pL.jpg|https://images-na.ssl-images-amazon.com/images/I/41X1PIX8lUL.jpg,superb craftsmanship highly recommend,1,1
3853,"McHenry Mens Checkered Casual Regular Fit Full Sleeves Cotton Shirt(Size39-M,Size40-L,Size42-XL,Size44-XXL)",298,McHenry,DarkGreen,MensCasualShirts,"Unpleasant odor, had to wash multiple times.",https://www.amazon.in/McHenry-Checkered-Regular-DarkGreen-DGBC8440-39_Color-DarkGreen_Size/dp/B07YMMPCPP/,https://images-na.ssl-images-amazon.com/images/I/413ZgU7jXdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41fuq7LxJ5L.jpg|https://images-na.ssl-images-amazon.com/images/I/41rFSGy1Y-L.jpg|https://images-na.ssl-images-amazon.com/images/I/41nVtsGMtZL.jpg|https://images-na.ssl-images-amazon.com/images/I/41g897NgXSL.jpg|https://images-na.ssl-images-amazon.com/images/I/318z5RqaYAL.jpg|https://images-na.ssl-images-amazon.com/images/I/41wGvHdK7PL.jpg,unpleasant odor wash multiple time,-1,1
3874,Spykar Men's Printed Slim Fit Cotton Casual Shirt,399,Mark,Navy,MensCasualShirts,"Great quality, fits perfectly!",https://www.amazon.in/Spykar-Printed-Cotton-Casual-MSH-01AG-MB-229_Navy_Large/dp/B076BQN9PJ/,https://images-na.ssl-images-amazon.com/images/I/41%2Bk-8brWVL.jpg|https://images-na.ssl-images-amazon.com/images/I/41S1kBE0wGL.jpg|https://images-na.ssl-images-amazon.com/images/I/51DEpqwSeRL.jpg|https://images-na.ssl-images-amazon.com/images/I/31iCIzkj1BL.jpg|https://images-na.ssl-images-amazon.com/images/I/61TrNCKvChL.jpg,great quality fit perfectly,1,1
3897,Celio Men's Casual Shirt,399,Celio,Yellow&Pink,MensCasualShirts,"Excellent product, will buy again.",https://www.amazon.in/Celio-Mens-Casual-Shirt-3596654284820_DAMAODOUMARINE_44_Marine/dp/B01BWW6SZA/,https://images-na.ssl-images-amazon.com/images/I/41bzfJlBtSL.jpg|https://images-na.ssl-images-amazon.com/images/I/415oXZA4cYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UovIOXW2L.jpg|https://images-na.ssl-images-amazon.com/images/I/31XirGDrpYL.jpg,excellent product buy,1,1
3913,ABOF Men's Slim Fit Jeans,2667,ABOF,Navy,MensJeans,Looks different from the pictures.,https://www.amazon.in/ABOF-Mens-Jeans-BOS19AMCWJS1009252_Dark-Wash_32/dp/B07QYLHHL7/,https://images-na.ssl-images-amazon.com/images/I/31azybJYwCL.jpg|https://images-na.ssl-images-amazon.com/images/I/31Fac8OIu6L.jpg|https://images-na.ssl-images-amazon.com/images/I/51qJTAGU3lL.jpg|https://images-na.ssl-images-amazon.com/images/I/51%2BMDWIQ9GL.jpg|https://images-na.ssl-images-amazon.com/images/I/31RrYrKqfcL.jpg,look different picture,0,0
3917,M. R. Fashion Men's Wear Regular Fit Stretch Jeans Denim Pants Black,793,M. R. Fashion,H,MensJeans,"Disappointed, poor quality.",https://www.amazon.in/M-R-Fashion-Regular-Stretch/dp/B07N8VSN1N/,https://images-na.ssl-images-amazon.com/images/I/31SFKzLgzJL.jpg|https://images-na.ssl-images-amazon.com/images/I/31A0VyRyewL.jpg|https://images-na.ssl-images-amazon.com/images/I/31kTJ9toTiL.jpg|https://images-na.ssl-images-amazon.com/images/I/51tqztrP2wL.jpg,disappointed poor quality,-1,-1
3967,DRUTHERS Men's Slim Fit Denim Jeans(Blue),735,DRUTHERS,Pink Healtr,MensJeans,"Size runs a bit small, order one size up.",https://www.amazon.in/DRUTHERS-Mens-Blue-Denim-Jeans/dp/B07D1PMG77/,https://images-na.ssl-images-amazon.com/images/I/31PxJ4YLQfL.jpg|https://images-na.ssl-images-amazon.com/images/I/41MqLH5%2B4zL.jpg|https://images-na.ssl-images-amazon.com/images/I/41z5oF21doL.jpg|https://images-na.ssl-images-amazon.com/images/I/418vEgvTHVL.jpg|https://images-na.ssl-images-amazon.com/images/I/41yn6HbSRpL.jpg|https://images-na.ssl-images-amazon.com/images/I/61XlbC3RHHL.jpg,size run bit small order one size,-1,-1
3998,"Dickies Men's Relaxed Fit Jean, Indigo Blue, 38x32",315,Dickies,Navy Blue,MensJeans,"Well-made and durable, worth the price.",https://www.amazon.in/Dickies-Mens-Relaxed-Indigo-38x32/dp/B00091SPF2/,https://images-na.ssl-images-amazon.com/images/I/41GLHCIvQKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ONJQXtPWL.jpg,wellmade durable worth price,1,1
4004,Waiverson Men's Cotton Slim Fit White Jeans,649,Waiverson,Blush,MensJeans,"Color fades quickly, not durable.",https://www.amazon.in/Waiverson-Mens-Cotton-Jeans-White/dp/B07S389BZP/,https://images-na.ssl-images-amazon.com/images/I/31qbOnzL8DL.jpg|https://images-na.ssl-images-amazon.com/images/I/31369TeWr7L.jpg|https://images-na.ssl-images-amazon.com/images/I/31JzDEDBZlL.jpg|https://images-na.ssl-images-amazon.com/images/I/31l-luvCjrL.jpg,color fade quickly durable,1,1
4015,dazzio Men's Slim Fit Cotton Casual Shirt (Please Refer Size Chart),589,dazzio,ANANDA,MensCasualShirts,Fantastic!,https://www.amazon.in/dazzio-Cotton-Casual-DZSH0071_Grey_42-Please/dp/B012X47F30/,https://images-na.ssl-images-amazon.com/images/I/41zoB5d2baL.jpg|https://images-na.ssl-images-amazon.com/images/I/41qjvwDtCtL.jpg|https://images-na.ssl-images-amazon.com/images/I/41QGbcOpFJL.jpg|https://images-na.ssl-images-amazon.com/images/I/41dDpuzABeL.jpg|https://images-na.ssl-images-amazon.com/images/I/315F5qVZJhL.jpg|https://images-na.ssl-images-amazon.com/images/I/51uhrRSYdaL.jpg|https://images-na.ssl-images-amazon.com/images/I/41xm1eoMosL.jpg,fantastic,1,1
4018,"M (US 38) , Dark Blue : Generic Men Cowl Neck Long Sleeves Button-tab Epaulets Hooded Tee Shirt",1553,Generic,Brown,MensCasualShirts,"Unpleasant odor, had to wash multiple times.",https://www.amazon.in/US-38-Dark-Blue-Button-tab/dp/B00V3191OQ/,https://images-na.ssl-images-amazon.com/images/I/41z0cZdEqmL.jpg|https://images-na.ssl-images-amazon.com/images/I/41qtabs47XL.jpg|https://images-na.ssl-images-amazon.com/images/I/41g8y7MwzeL.jpg|https://images-na.ssl-images-amazon.com/images/I/31gIMGUXKpL.jpg|https://images-na.ssl-images-amazon.com/images/I/31gIMGUXKpL.jpg|https://images-na.ssl-images-amazon.com/images/I/41a99v%2BRfEL.jpg|https://images-na.ssl-images-amazon.com/images/I/41TOKsdDEkL.jpg|https://images-na.ssl-images-amazon.com/images/I/41yHA848VjL.jpg,unpleasant odor wash multiple time,-1,1
4082,Flying Machine Men's Solid Slim Fit Casual Shirt,616,Lavemi,bluue & red,MensCasualShirts,Fantastic!,https://www.amazon.in/Flying-Machine-Solid-Casual-FMSH8518_Khaki_XL/dp/B07DVQSQWY/,https://images-na.ssl-images-amazon.com/images/I/41nVNSMjpYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41uiD8ROL6L.jpg|https://images-na.ssl-images-amazon.com/images/I/41fNwri9ngL.jpg|https://images-na.ssl-images-amazon.com/images/I/41wykX8%2BsUL.jpg|https://images-na.ssl-images-amazon.com/images/I/31GJxfj7reL.jpg,fantastic,1,1
4092,"Reverence-Men's Half Sleeves Soft Touch Linen Cotton Regular fit, Formal Shirt, Brand-Irrio",729,Reverence,Peach,MensCasualShirts,"Color fades quickly, not durable.",https://www.amazon.in/Reverence-Mens-Sleeves-Cotton-Regular-Brand-Irrio/dp/B07NJ1SKLY/,https://images-na.ssl-images-amazon.com/images/I/41eUjYPi6GL.jpg|https://images-na.ssl-images-amazon.com/images/I/417g6lLHv%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41FffFfhmPL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ZUxOkb4xL.jpg|https://images-na.ssl-images-amazon.com/images/I/21mU0ftTbeL.jpg,color fade quickly durable,1,1
4165,Jack & Jones Men's Solid Slim Fit Casual Shirt,1691,MUKHAKSH,Tomato Red,MensCasualShirts,"Color fades quickly, not durable.",https://www.amazon.in/Jack-Jones-Solid-Casual-12144585Black_X-Large/dp/B0795WPY6Y/,https://images-na.ssl-images-amazon.com/images/I/41f-vOc5J%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/415oDW1y%2BiL.jpg|https://images-na.ssl-images-amazon.com/images/I/51HW%2BPVXDdL.jpg|https://images-na.ssl-images-amazon.com/images/I/31UsKGZOe3L.jpg,color fade quickly durable,1,1
4179,Spykar Mens Slim Fit Casual Shirts,440,AIRWAYS,White,MensCasualShirts,Perfect!,https://www.amazon.in/Spykar-White-Casual-Shirts-Large/dp/B07PS3ZHCX/,https://images-na.ssl-images-amazon.com/images/I/31sdH7l%2Bz5L.jpg|https://images-na.ssl-images-amazon.com/images/I/315UJhjZL9L.jpg|https://images-na.ssl-images-amazon.com/images/I/31AyPkx%2BmeL.jpg|https://images-na.ssl-images-amazon.com/images/I/310g2TMDvyL.jpg|https://images-na.ssl-images-amazon.com/images/I/41FbDCtUvQL.jpg|https://images-na.ssl-images-amazon.com/images/I/31zPQq7sUjL.jpg,perfect,1,1
4193,Flying Machine Men's Striped Slim Fit Casual Shirt,449,JAAMSO ROYALS,royal,MensCasualShirts,"Beautiful and stylish, highly recommend!",https://www.amazon.in/Flying-Machine-Striped-Casual-FMSH8503_Grey_x-Large/dp/B07FGH4WNL/,https://images-na.ssl-images-amazon.com/images/I/41Pi0li124L.jpg|https://images-na.ssl-images-amazon.com/images/I/41AIRSXO%2BrL.jpg|https://images-na.ssl-images-amazon.com/images/I/51MtdYCqmmL.jpg|https://images-na.ssl-images-amazon.com/images/I/51yn5%2BE%2BE6L.jpg|https://images-na.ssl-images-amazon.com/images/I/31tIa9b%2BKOL.jpg,beautiful stylish highly recommend,1,1
4248,STUDIO NEXX Men's Blue Slim Fit Jeans,690,STUDIO NEXX,Dark Blue,MensJeans,Fantastic!,https://www.amazon.in/STUDIO-NEXX-Mens-Blue-Jeans/dp/B07VN9JWSP/,https://images-na.ssl-images-amazon.com/images/I/31tgcJZ0naL.jpg|https://images-na.ssl-images-amazon.com/images/I/31UYv9D1C7L.jpg|https://images-na.ssl-images-amazon.com/images/I/31PBRkXY2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/31%2BqEcR2AML.jpg|https://images-na.ssl-images-amazon.com/images/I/31Tbl5ID7eL.jpg|https://images-na.ssl-images-amazon.com/images/I/518JqgJVFLL.jpg,fantastic,1,1
4250,John Players Men's Casual Shirt,479,RABHASS,Blue,MensCasualShirts,"Superb craftsmanship, highly recommend.",https://www.amazon.in/John-Players-Casual-8907349050029_ZCMWSHF027041001_39_Bright-Cobalt/dp/B01N59566S/,https://images-na.ssl-images-amazon.com/images/I/41VQ4Ge48WL.jpg|https://images-na.ssl-images-amazon.com/images/I/41l8rcqoYDL.jpg|https://images-na.ssl-images-amazon.com/images/I/51fzGgCkR3L.jpg|https://images-na.ssl-images-amazon.com/images/I/31b9hyFV6eL.jpg,superb craftsmanship highly recommend,1,1
4285,Lee Men's Checkered Slim Fit Casual Shirt,807,Tibre,Black,MensCasualShirts,Amazing!,https://www.amazon.in/Lee-Checkered-Casual-Shirt-L33500CB0Z170XL_Indigo_X-Large/dp/B07DMH7WJB/,https://images-na.ssl-images-amazon.com/images/I/41WzWSbrQrL.jpg|https://images-na.ssl-images-amazon.com/images/I/41px1N6RRQL.jpg|https://images-na.ssl-images-amazon.com/images/I/41rtv-0zqDL.jpg|https://images-na.ssl-images-amazon.com/images/I/31mS-kSEkiL.jpg,amazing,1,1
4311,Flying Machine Men's Casual Shirt,571,Zerofux,Navy Blue,MensCasualShirts,"Not satisfied with the purchase, returning it.",https://www.amazon.in/Flying-Machine-Casual-Shirt-8907538616098_FMSH7833_X-Large_Red/dp/B073QWR6BD/,https://images-na.ssl-images-amazon.com/images/I/41B5qhhwqeL.jpg|https://images-na.ssl-images-amazon.com/images/I/41GDQUwhDPL.jpg|https://images-na.ssl-images-amazon.com/images/I/51XxFnAu18L.jpg|https://images-na.ssl-images-amazon.com/images/I/41JdA-J88FL.jpg,satisfied purchase returning,1,1
4399,SHOWOFF Mens NavyBlue Printed Casual Denim Shirt,599,SHOWOFF,Navy Marl,MensCasualShirts,"Perfect for the season, very chic.",https://www.amazon.in/SHOWOFF-Sleeves-Printed-NavyBlue-Casual/dp/B075FQRX3H/,https://images-na.ssl-images-amazon.com/images/I/51f2swYc70L.jpg|https://images-na.ssl-images-amazon.com/images/I/519NSFgYUDL.jpg|https://images-na.ssl-images-amazon.com/images/I/51PsCm0q0JL.jpg|https://images-na.ssl-images-amazon.com/images/I/51dFVWyDywL.jpg,perfect season chic,1,1
4402,NEWPORT Men's Slim Fit Jeans,1467,NEWPORT,Blue,MensJeans,"Excellent product, will buy again.",https://www.amazon.in/Newport-Mens-Slim-Jeans-277809152_MD-Blue_32_Md-Blue_32/dp/B07GSCJCP3/,https://images-na.ssl-images-amazon.com/images/I/41yaZ53A9bL.jpg|https://images-na.ssl-images-amazon.com/images/I/41pyQUZxcdL.jpg|https://images-na.ssl-images-amazon.com/images/I/51D2TL9USnL.jpg|https://images-na.ssl-images-amazon.com/images/I/51N5G8FU1DL.jpg|https://images-na.ssl-images-amazon.com/images/I/41uB8BZDf2L.jpg|https://images-na.ssl-images-amazon.com/images/I/31twDUcBkUL.jpg,excellent product buy,1,1
4405,Duke Men's Checkered Slim Fit Casual Shirt,386,Duke,Black2,MensCasualShirts,"Disappointed, poor quality.",https://www.amazon.in/Duke-Checkered-Casual-Shirt-SDO88JCK_Blue_XX-Large/dp/B0792KDZDZ/,https://images-na.ssl-images-amazon.com/images/I/51G5Hk65jmL.jpg|https://images-na.ssl-images-amazon.com/images/I/51H5N7yOYsL.jpg|https://images-na.ssl-images-amazon.com/images/I/51bXWA%2BfXcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41FAS8NLF0L.jpg,disappointed poor quality,-1,-1
